rgb,depth
ColorImage/museum_shot1.0108.jpeg,DepthMap/museum_shot1.0108.npy
ColorImage/museum_shot1.0109.jpeg,DepthMap/museum_shot1.0109.npy
ColorImage/museum_shot1.0110.jpeg,DepthMap/museum_shot1.0110.npy
ColorImage/museum_shot1.0111.jpeg,DepthMap/museum_shot1.0111.npy
ColorImage/museum_shot1.0112.jpeg,DepthMap/museum_shot1.0112.npy
ColorImage/museum_shot1.0113.jpeg,DepthMap/museum_shot1.0113.npy
ColorImage/museum_shot1.0114.jpeg,DepthMap/museum_shot1.0114.npy
ColorImage/museum_shot1.0115.jpeg,DepthMap/museum_shot1.0115.npy
ColorImage/museum_shot1.0116.jpeg,DepthMap/museum_shot1.0116.npy
ColorImage/museum_shot1.0117.jpeg,DepthMap/museum_shot1.0117.npy
ColorImage/museum_shot1.0118.jpeg,DepthMap/museum_shot1.0118.npy
ColorImage/museum_shot1.0119.jpeg,DepthMap/museum_shot1.0119.npy
ColorImage/museum_shot1.0120.jpeg,DepthMap/museum_shot1.0120.npy
ColorImage/museum_shot1.0121.jpeg,DepthMap/museum_shot1.0121.npy
ColorImage/museum_shot1.0122.jpeg,DepthMap/museum_shot1.0122.npy
ColorImage/museum_shot1.0123.jpeg,DepthMap/museum_shot1.0123.npy
ColorImage/museum_shot1.0124.jpeg,DepthMap/museum_shot1.0124.npy
ColorImage/museum_shot1.0125.jpeg,DepthMap/museum_shot1.0125.npy
ColorImage/museum_shot1.0126.jpeg,DepthMap/museum_shot1.0126.npy
ColorImage/museum_shot1.0127.jpeg,DepthMap/museum_shot1.0127.npy
ColorImage/museum_shot1.0128.jpeg,DepthMap/museum_shot1.0128.npy
ColorImage/museum_shot1.0129.jpeg,DepthMap/museum_shot1.0129.npy
ColorImage/museum_shot1.0130.jpeg,DepthMap/museum_shot1.0130.npy
ColorImage/museum_shot1.0131.jpeg,DepthMap/museum_shot1.0131.npy
ColorImage/museum_shot1.0132.jpeg,DepthMap/museum_shot1.0132.npy
ColorImage/museum_shot1.0133.jpeg,DepthMap/museum_shot1.0133.npy
ColorImage/museum_shot1.0134.jpeg,DepthMap/museum_shot1.0134.npy
ColorImage/museum_shot1.0135.jpeg,DepthMap/museum_shot1.0135.npy
ColorImage/museum_shot1.0136.jpeg,DepthMap/museum_shot1.0136.npy
ColorImage/museum_shot1.0137.jpeg,DepthMap/museum_shot1.0137.npy
ColorImage/museum_shot1.0138.jpeg,DepthMap/museum_shot1.0138.npy
ColorImage/museum_shot1.0139.jpeg,DepthMap/museum_shot1.0139.npy
ColorImage/museum_shot1.0140.jpeg,DepthMap/museum_shot1.0140.npy
ColorImage/museum_shot1.0141.jpeg,DepthMap/museum_shot1.0141.npy
ColorImage/museum_shot1.0142.jpeg,DepthMap/museum_shot1.0142.npy
ColorImage/museum_shot1.0143.jpeg,DepthMap/museum_shot1.0143.npy
ColorImage/museum_shot1.0144.jpeg,DepthMap/museum_shot1.0144.npy
ColorImage/museum_shot1.0145.jpeg,DepthMap/museum_shot1.0145.npy
ColorImage/museum_shot1.0146.jpeg,DepthMap/museum_shot1.0146.npy
ColorImage/museum_shot1.0147.jpeg,DepthMap/museum_shot1.0147.npy
ColorImage/museum_shot1.0148.jpeg,DepthMap/museum_shot1.0148.npy
ColorImage/museum_shot1.0149.jpeg,DepthMap/museum_shot1.0149.npy
