rgb,depth
ColorImage/cabin_shot1.0128.jpeg,DepthMap/cabin_shot1.0128.npy
ColorImage/cabin_shot1.0129.jpeg,DepthMap/cabin_shot1.0129.npy
ColorImage/cabin_shot1.0130.jpeg,DepthMap/cabin_shot1.0130.npy
ColorImage/cabin_shot1.0131.jpeg,DepthMap/cabin_shot1.0131.npy
ColorImage/cabin_shot1.0132.jpeg,DepthMap/cabin_shot1.0132.npy
ColorImage/cabin_shot1.0133.jpeg,DepthMap/cabin_shot1.0133.npy
ColorImage/cabin_shot1.0134.jpeg,DepthMap/cabin_shot1.0134.npy
ColorImage/cabin_shot1.0135.jpeg,DepthMap/cabin_shot1.0135.npy
ColorImage/cabin_shot1.0136.jpeg,DepthMap/cabin_shot1.0136.npy
ColorImage/cabin_shot1.0137.jpeg,DepthMap/cabin_shot1.0137.npy
ColorImage/cabin_shot1.0138.jpeg,DepthMap/cabin_shot1.0138.npy
ColorImage/cabin_shot1.0139.jpeg,DepthMap/cabin_shot1.0139.npy
ColorImage/cabin_shot1.0140.jpeg,DepthMap/cabin_shot1.0140.npy
ColorImage/cabin_shot1.0141.jpeg,DepthMap/cabin_shot1.0141.npy
ColorImage/cabin_shot1.0142.jpeg,DepthMap/cabin_shot1.0142.npy
ColorImage/cabin_shot1.0143.jpeg,DepthMap/cabin_shot1.0143.npy
ColorImage/cabin_shot1.0144.jpeg,DepthMap/cabin_shot1.0144.npy
ColorImage/cabin_shot1.0145.jpeg,DepthMap/cabin_shot1.0145.npy
ColorImage/cabin_shot1.0146.jpeg,DepthMap/cabin_shot1.0146.npy
ColorImage/cabin_shot1.0147.jpeg,DepthMap/cabin_shot1.0147.npy
ColorImage/cabin_shot1.0148.jpeg,DepthMap/cabin_shot1.0148.npy
ColorImage/cabin_shot1.0149.jpeg,DepthMap/cabin_shot1.0149.npy
